"id","advice","adviceLastChangedAt","bonus","bonusLastChangedAt","endReason","endReasonLastChangedAt","ended","endedLastChangedAt","exitStep","exitStepLastChangedAt","exitSurvey","exitSurveyLastChangedAt","gameID","gameIDLastChangedAt","intro","introLastChangedAt","introDone","introDoneLastChangedAt","participantID","participantIDLastChangedAt","participantIdentifier","participantIdentifierLastChangedAt","treatment","treatmentLastChangedAt","treatmentName","treatmentNameLastChangedAt","urlParams","urlParamsLastChangedAt","writtenPlan","writtenPlanLastChangedAt","exitStepDone","exitStepDoneLastChangedAt"
"01KG0FWA6AYNH8FJ0TC96ZBSQ5","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:49:19.612185525Z",163,"2026-01-27T19:56:09.014271235Z","","","game ended","2026-01-27T19:56:22.999243324Z",1,"2026-01-27T19:57:00.214015567Z","{""adviceFollowed"":"""",""partnerAdvice"":""I think partner received the same advice as me."",""feedback"":""""}","2026-01-27T19:57:00.208410791Z","01KG0FSRR7DBMJNVTBT0RD4V2V","2026-01-27T19:49:49.445141072Z",3,"2026-01-27T19:49:19.672452467Z","true","2026-01-27T19:50:09.604224686Z","01KG0FW9X59ZWJWBW5FDWAQKQD","2026-01-27T19:46:22.538530846Z","6584589847e4652b2516d4b3","2026-01-27T19:46:22.538530846Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:46:22.550408749Z","noCG_selfish","2026-01-27T19:46:22.550408749Z","{""PROLIFIC_PID"":""6584589847e4652b2516d4b3"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697915511c4699b617671823""}","2026-01-27T19:46:22.697302502Z","{""plan"":""always pick C and let partner learn my pattern after a few trials""}","2026-01-27T19:50:09.599013547Z",NA,NA
"01KG0F15VYYN3C50W6PGZKCGCC","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:33:21.588443439Z",146,"2026-01-27T19:37:06.479306844Z","","","game ended","2026-01-27T19:37:26.251534107Z",1,"2026-01-27T19:38:25.045547502Z","{""adviceFollowed"":"""",""partnerAdvice"":""to maximize the possible earning "",""feedback"":""""}","2026-01-27T19:38:25.043333871Z","01KG0EFHQP8YD8GWXRPHFJY93S","2026-01-27T19:33:48.946461183Z",3,"2026-01-27T19:33:21.589383811Z","true","2026-01-27T19:34:24.665111485Z","01KG0F15C8E5Q5A2XFS50ZHFVC","2026-01-27T19:31:33.37470609Z","5c0004fc4210510001725547","2026-01-27T19:31:33.37470609Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:31:33.379169149Z","noCG_selfish","2026-01-27T19:31:33.379169149Z","{""PROLIFIC_PID"":""5c0004fc4210510001725547"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697912799547b581847f83dd""}","2026-01-27T19:31:33.631687323Z","{""plan"":""parking in different spots to maximize the bonus""}","2026-01-27T19:34:24.664216093Z",NA,NA
"01KG0G6RZ2CS9YZ2NC3G9ZW48D","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:53:15.843486751Z",185,"2026-01-27T19:56:02.776641174Z","","","game ended","2026-01-27T19:56:14.906157502Z",1,"2026-01-27T19:56:46.611179089Z","{""adviceFollowed"":"""",""partnerAdvice"":""To look out for themselves as they kept going for C also for a while"",""feedback"":""""}","2026-01-27T19:56:46.616518377Z","01KG0FSR4HXAGN374M1AS5N9J3","2026-01-27T19:52:05.355889311Z",3,"2026-01-27T19:53:15.848049743Z","true","2026-01-27T19:54:09.121907927Z","01KG0G6RD39ZXJP0MQ779TQTNA","2026-01-27T19:52:05.346027231Z","6772eff8639aab095a935a05","2026-01-27T19:52:05.346027231Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:52:05.355889311Z","noCG_selfish","2026-01-27T19:52:05.355889311Z","{""PROLIFIC_PID"":""6772eff8639aab095a935a05"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697917435910551e6981ff6a""}","2026-01-27T19:52:05.681586764Z","{""plan"":""It looks like we will earn the most in the purple spots so I will keep going C until my partner gets it and keeps going D""}","2026-01-27T19:54:09.117372196Z",NA,NA
"01KG0EZHDQJNGR0PAPYBN866Z4","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:32:24.417696407Z",250,"2026-01-27T19:35:34.184591405Z","","","game ended","2026-01-27T19:35:41.388674591Z",1,"2026-01-27T19:36:20.976016217Z","{""adviceFollowed"":"""",""partnerAdvice"":""They received advice to work with their partner to find the most beneficial outcome for both parties. "",""feedback"":""Very interesting game! Thanks for letting me be a part of this experiment.""}","2026-01-27T19:36:20.958745393Z","01KG0EFH510F6Y288MFBB6DQRX","2026-01-27T19:32:32.627743236Z",3,"2026-01-27T19:32:24.429938646Z","true","2026-01-27T19:33:29.296651638Z","01KG0EZH8RPYFH90G3250DSCWD","2026-01-27T19:30:39.67133014Z","691c9fe1c722dece45e6d6c9","2026-01-27T19:30:39.67133014Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:30:39.676348177Z","noCG_selfish","2026-01-27T19:30:39.676348177Z","{""PROLIFIC_PID"":""691c9fe1c722dece45e6d6c9"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6979122854d2a114710a3822""}","2026-01-27T19:30:39.771614084Z","{""plan"":""I will see if I can establish some kind of pattern with my partner where they choose certain options and I choose others to limit our probability of crashing. I think the best option is often to park in different spots with the same color. I want to succeed, but I also want them to succeed.""}","2026-01-27T19:33:29.288015762Z",NA,NA
"01KG0F0961WKG4DSWRZYSPFHFF","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:33:37.349852895Z",212,"2026-01-27T19:37:06.479306844Z","","","game ended","2026-01-27T19:37:26.251534107Z",1,"2026-01-27T19:38:46.373449162Z","{""adviceFollowed"":"""",""partnerAdvice"":""to just click on random buttons over and over again and not attempt to coordinate with the other player in any way."",""feedback"":""no issues""}","2026-01-27T19:38:46.375387129Z","01KG0EFHQP8YD8GWXRPHFJY93S","2026-01-27T19:33:48.946461183Z",3,"2026-01-27T19:33:37.359813796Z","true","2026-01-27T19:34:56.25873469Z","01KG0F08X879D2A53YJ5N71CNP","2026-01-27T19:31:04.002001114Z","650b03136ab3d4c832d98b71","2026-01-27T19:31:04.002001114Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:31:04.005877033Z","noCG_selfish","2026-01-27T19:31:04.005877033Z","{""PROLIFIC_PID"":""650b03136ab3d4c832d98b71"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697912601f8833073f32c3ed""}","2026-01-27T19:31:04.19423098Z","{""plan"":""I plan to go for spot B and hope my partner goes for A and we both get the same amount of points and bonus.""}","2026-01-27T19:34:56.260707097Z",NA,NA
"01KG0FE9ACQSH4QKXY0Q0WB1VC","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:40:00.095735613Z",347,"2026-01-27T19:44:04.715755352Z","","","game ended","2026-01-27T19:44:15.027486983Z",1,"2026-01-27T19:45:06.593369167Z","{""adviceFollowed"":"""",""partnerAdvice"":""I think he received advice to always park in the spots that I wasn't choosing consistently (C)."",""feedback"":""""}","2026-01-27T19:45:06.597689383Z","01KG0EGGPZEK1Q55WGS3P0EKSY","2026-01-27T19:39:29.331895855Z",3,"2026-01-27T19:40:00.093320137Z","true","2026-01-27T19:40:50.93910532Z","01KG0FE7EMTY5C9CQHR5665J5A","2026-01-27T19:38:42.892530759Z","66bb5dee5de179e79cd81a74","2026-01-27T19:38:42.892530759Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:38:42.898461616Z","noCG_selfish","2026-01-27T19:38:42.898461616Z","{""PROLIFIC_PID"":""66bb5dee5de179e79cd81a74"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697913cc27d57906aeafb184""}","2026-01-27T19:38:43.530074956Z","{""plan"":""I will try to park in the spots with the most possible earnings with bonus, so I can maximize my gains.""}","2026-01-27T19:40:50.936471783Z",NA,NA
"01KG0H2WJ8FMS9D24E5NYFGR5C","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T20:08:29.540386642Z",194,"2026-01-27T20:11:37.732425483Z","","","game ended","2026-01-27T20:11:50.252677149Z",1,"2026-01-27T20:12:34.914882357Z","{""adviceFollowed"":"""",""partnerAdvice"":""pick the best spot for yourself "",""feedback"":""thank you for this study, it was fun, have a nice day""}","2026-01-27T20:12:34.905581964Z","01KG0GBDVRJEASFEDKMVGJ42H6","2026-01-27T20:08:44.574396991Z",3,"2026-01-27T20:08:29.555822593Z","true","2026-01-27T20:09:12.097237797Z","01KG0H2W1AHZ9VC2QNKHTC7TEZ","2026-01-27T20:07:26.536101652Z","6554d9f36f83a444164af6cb","2026-01-27T20:07:26.536101652Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T20:07:26.550436306Z","noCG_selfish","2026-01-27T20:07:26.550436306Z","{""PROLIFIC_PID"":""6554d9f36f83a444164af6cb"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69791ab421f92719412cf5ab""}","2026-01-27T20:07:26.828208041Z","{""plan"":""try and go with the highest earning spot for the first round and see what my partner does for the others""}","2026-01-27T20:09:12.090002469Z",NA,NA
"01KG0G63B7VHMAT3R2352NVGPF","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:53:32.376190519Z",143,"2026-01-27T19:56:02.776641174Z","","","game ended","2026-01-27T19:56:14.906157502Z",1,"2026-01-27T19:56:56.726119695Z","{""adviceFollowed"":"""",""partnerAdvice"":""To try to get the best outcome."",""feedback"":""When entering the number for how many MU I received I tried entering 10 but it registered as 0""}","2026-01-27T19:56:56.72070895Z","01KG0FSR4HXAGN374M1AS5N9J3","2026-01-27T19:51:43.217657613Z",3,"2026-01-27T19:53:32.371717941Z","true","2026-01-27T19:54:15.180290955Z","01KG0G631W4M3HA9ZQTQRPSD7C","2026-01-27T19:51:43.207863102Z","66231fc6e1ecba676935943a","2026-01-27T19:51:43.207863102Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:51:43.217657613Z","noCG_selfish","2026-01-27T19:51:43.217657613Z","{""PROLIFIC_PID"":""66231fc6e1ecba676935943a"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6979173fd018e590532eecf6""}","2026-01-27T19:51:43.384239414Z","{""plan"":""I will go for C to try to get the highest earnings.""}","2026-01-27T19:54:15.183849422Z",NA,NA
"01KG0ETGNH5NPPGS2V7FFFW15V","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:29:49.177268255Z",130,"2026-01-27T19:34:31.135773385Z","","","game ended","2026-01-27T19:34:46.420887335Z",1,"2026-01-27T19:35:08.496346869Z","{""adviceFollowed"":"""",""partnerAdvice"":""I think he was aiming to maximize his own gains"",""feedback"":""""}","2026-01-27T19:35:08.494822791Z","01KG0EFG9RXS709H821K0BYM0B","2026-01-27T19:28:30.71151088Z",3,"2026-01-27T19:29:49.177622679Z","true","2026-01-27T19:30:42.205257283Z","01KG0ETG7V344SZ85AD90GRPFT","2026-01-27T19:27:55.057535047Z","611bfbd4af7fa6a01a106813","2026-01-27T19:27:55.057535047Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:27:55.062729344Z","noCG_selfish","2026-01-27T19:27:55.062729344Z","{""PROLIFIC_PID"":""611bfbd4af7fa6a01a106813"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697911a8829eb6e214549524""}","2026-01-27T19:27:55.287208184Z","{""plan"":""I will ignore the advice given to me earlier and try to gameplan for the best team outcome. My hope is that my partner will see this and adopt the same strategy, and we will begin to coordinate effectively.""}","2026-01-27T19:30:42.204829457Z",NA,NA
"01KG0F20QCHXZQ0ZZ1W581XMJB","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:33:14.707282984Z",247,"2026-01-27T19:35:34.184591405Z","","","game ended","2026-01-27T19:35:41.388674591Z",1,"2026-01-27T19:36:13.504276298Z","{""adviceFollowed"":"""",""partnerAdvice"":""Choose one of the orange squares and stick to it. Hope that your partner will cooperate."",""feedback"":""""}","2026-01-27T19:36:13.5018747Z","01KG0EFH510F6Y288MFBB6DQRX","2026-01-27T19:32:32.627743236Z",3,"2026-01-27T19:33:14.708224085Z","true","2026-01-27T19:33:33.10426327Z","01KG0F20K88F9PA8VNJCN42351","2026-01-27T19:32:00.876420471Z","696003f9b6ac164d5a0e51f9","2026-01-27T19:32:00.876420471Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:32:00.880663447Z","noCG_selfish","2026-01-27T19:32:00.880663447Z","{""PROLIFIC_PID"":""696003f9b6ac164d5a0e51f9"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6979129718074a5bf6f70a8a""}","2026-01-27T19:32:00.959377209Z","{""plan"":""I will try to anticipate what my partner made choose and go off of that""}","2026-01-27T19:33:33.103104073Z",NA,NA
"01KG0GABNF2E5PDJ3XD5N9WFC9","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:55:49.394942486Z",55,"2026-01-27T20:02:51.996352695Z","","","game ended","2026-01-27T20:03:44.861996492Z",1,"2026-01-27T20:04:57.697097558Z","{""adviceFollowed"":"""",""partnerAdvice"":""I think their advice was similar to my strategy avoid collisions and go for colored parking spots"",""feedback"":""""}","2026-01-27T20:04:57.690764261Z","01KG0FSRZ49FECYRF87D7EHWQ2","2026-01-27T19:57:01.786001739Z",3,"2026-01-27T19:55:49.40014791Z","true","2026-01-27T19:58:21.511098884Z","01KG0GAB677Q5SX1PQAZDV9RAK","2026-01-27T19:54:02.799800013Z","66597efb84cb793eeaa06ef8","2026-01-27T19:54:02.799800013Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:54:02.809985312Z","noCG_selfish","2026-01-27T19:54:02.809985312Z","{""PROLIFIC_PID"":""66597efb84cb793eeaa06ef8"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697916d3a519beaa1d87f206""}","2026-01-27T19:54:03.057304826Z","{""plan"":""Aim to park in different spots as this will provide bonus""}","2026-01-27T19:58:21.505503342Z",NA,NA
"01KG0GC8FSDTW3QS0YJZVTHQQW","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:56:15.964391792Z",108,"2026-01-27T19:59:46.838488263Z","","","game ended","2026-01-27T20:00:01.724138673Z",1,"2026-01-27T20:00:33.987330681Z","{""adviceFollowed"":"""",""partnerAdvice"":""Choose the higher bonus"",""feedback"":""""}","2026-01-27T20:00:33.981362855Z","01KG0FSRAF37S2RFVF8X440S2N","2026-01-27T19:55:05.091392824Z",3,"2026-01-27T19:56:15.969739218Z","true","2026-01-27T19:57:01.768168621Z","01KG0GC80YK0JBV1EJWYJRZBWH","2026-01-27T19:55:05.081078401Z","5bc5ebe82885710001a0a0c8","2026-01-27T19:55:05.081078401Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:55:05.091392824Z","noCG_selfish","2026-01-27T19:55:05.091392824Z","{""PROLIFIC_PID"":""5bc5ebe82885710001a0a0c8"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697917cc7280a18ef2cb8609""}","2026-01-27T19:55:05.33711976Z","{""plan"":""I will park only in A , B or C""}","2026-01-27T19:57:01.773365487Z",NA,NA
"01KG0EPER6VV2ACNAXPXR0WF9S","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:27:08.821435787Z",93,"2026-01-27T19:30:56.336949696Z","","","game ended","2026-01-27T19:31:12.727658981Z",1,"2026-01-27T19:31:40.273467905Z","{""adviceFollowed"":"""",""partnerAdvice"":""try to do what''s best for you and not your partner"",""feedback"":""no""}","2026-01-27T19:31:40.268399354Z","01KG0EFF5ZK0H6TN0SEC028EP7","2026-01-27T19:25:42.027498111Z",3,"2026-01-27T19:27:08.822464181Z","true","2026-01-27T19:27:36.373050649Z","01KG0EPEKSH9YGV75XDG71Y0TK","2026-01-27T19:25:42.022657435Z","67edf0b51b5bd671db6a9372","2026-01-27T19:25:42.022657435Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:25:42.027498111Z","noCG_selfish","2026-01-27T19:25:42.027498111Z","{""PROLIFIC_PID"":""67edf0b51b5bd671db6a9372"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6979111ea41bb5a6211be496""}","2026-01-27T19:25:42.138841638Z","{""plan"":""trying to maximize both me and my partner's outcome""}","2026-01-27T19:27:36.372716557Z",NA,NA
"01KG0EZFTNGYQ044WFC36KSMD3","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:32:00.699537127Z",260,"2026-01-27T19:35:42.676122823Z","","","game ended","2026-01-27T19:35:51.497681627Z",1,"2026-01-27T19:36:15.904667319Z","{""adviceFollowed"":"""",""partnerAdvice"":""To keep changing their selection. "",""feedback"":""""}","2026-01-27T19:36:15.903034898Z","01KG0EFGYA756P3RP1XW89TSRY","2026-01-27T19:31:09.418207105Z",3,"2026-01-27T19:32:00.705672776Z","true","2026-01-27T19:32:32.616846455Z","01KG0EZFKCWY8HZGBPYVHTF30W","2026-01-27T19:30:38.037865657Z","5e306c4316d4ec06c0287a80","2026-01-27T19:30:38.037865657Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:30:38.043944761Z","noCG_selfish","2026-01-27T19:30:38.043944761Z","{""PROLIFIC_PID"":""5e306c4316d4ec06c0287a80"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69791242dbfa0d775621e745""}","2026-01-27T19:30:38.207860667Z","{""plan"":""I am planning on parking in the same spot every time hoping the other play figures that out. ""}","2026-01-27T19:32:32.617826368Z",NA,NA
"01KG0FERGQPTTW0BH1507ESQ7P","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:42:59.572514203Z",207,"2026-01-27T19:48:15.230769461Z","","","game ended","2026-01-27T19:48:27.008953909Z",1,"2026-01-27T19:49:14.89980288Z","{""adviceFollowed"":"""",""partnerAdvice"":""Pick the best option to pay out more"",""feedback"":""no i think it was all good""}","2026-01-27T19:49:14.889994379Z","01KG0EGJWVX3RSQWDRHRASS17C","2026-01-27T19:43:57.469650864Z",3,"2026-01-27T19:42:59.687983231Z","true","2026-01-27T19:44:07.971461266Z","01KG0FER028NFN84S85XFXZAPW","2026-01-27T19:38:58.455696372Z","5b2bcfb51835660001cc6751","2026-01-27T19:38:58.455696372Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:38:58.462170074Z","noCG_selfish","2026-01-27T19:38:58.462170074Z","{""PROLIFIC_PID"":""5b2bcfb51835660001cc6751"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697913b967a6e6e0ca4803b6""}","2026-01-27T19:38:58.882731422Z","{""plan"":""I will try and go for the second best option of B and see if that works \n""}","2026-01-27T19:44:07.855502793Z",NA,NA
"01KG0FF2PFDX8FCXDFM634AJM2","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:41:34.799894478Z",240,"2026-01-27T19:45:48.093111791Z","","","game ended","2026-01-27T19:45:56.509290079Z",1,"2026-01-27T19:46:38.056270083Z","{""adviceFollowed"":"""",""partnerAdvice"":""Mine was useless, I would hope his was something more specific."",""feedback"":""""}","2026-01-27T19:46:38.052506736Z","01KG0EGJ074E4JT2393Y4Y2Z5Z","2026-01-27T19:42:31.744457253Z",3,"2026-01-27T19:41:34.802679601Z","true","2026-01-27T19:42:45.50244142Z","01KG0FF27NNZFWAEZXYC7XTH59","2026-01-27T19:39:08.879397315Z","5dceec6957069f03f4e012a2","2026-01-27T19:39:08.879397315Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:39:08.88558295Z","noCG_selfish","2026-01-27T19:39:08.88558295Z","{""PROLIFIC_PID"":""5dceec6957069f03f4e012a2"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697914413266bc93c938de38""}","2026-01-27T19:39:09.133605684Z","{""plan"":""A or B, I think. C gives the greatest payoff, so I think you also get the greatest risk of 'colliding' with your partner on that one. And D pays the least. ""}","2026-01-27T19:42:45.505421077Z",NA,NA
"01KG0FK32D5VBW2VBPEW00SEMM","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:43:25.976470144Z",357,"2026-01-27T19:48:15.230769461Z","","","game ended","2026-01-27T19:48:27.008953909Z",1,"2026-01-27T19:49:09.542027186Z","{""adviceFollowed"":"""",""partnerAdvice"":""Try to gain the pair bonus every round and don't double park. "",""feedback"":""After 1st round whole screen went white, I refreshed page and it fixed it and resumed.""}","2026-01-27T19:49:09.546388231Z","01KG0EGJWVX3RSQWDRHRASS17C","2026-01-27T19:43:57.469650864Z",3,"2026-01-27T19:43:25.979316515Z","true","2026-01-27T19:44:45.704600389Z","01KG0FK2KJDKNRQFHS91M4AM0R","2026-01-27T19:41:20.333832618Z","63468b4dc2726a47dac86511","2026-01-27T19:41:20.333832618Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:41:20.338868322Z","noCG_selfish","2026-01-27T19:41:20.338868322Z","{""PROLIFIC_PID"":""63468b4dc2726a47dac86511"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6979137f351f06e334c5dc29""}","2026-01-27T19:41:20.583345245Z","{""plan"":""I will park in C most of the time for the highest possibly earnings. If I see my partner keeps picking C as well, I will start going to B and A. ""}","2026-01-27T19:44:45.698398805Z",NA,NA
"01KG0ERVKPRFJ5WB89NCETEJQG","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:30:32.706155581Z",259,"2026-01-27T19:32:51.085956967Z","","","game ended","2026-01-27T19:32:58.333005222Z",1,"2026-01-27T19:33:16.778646071Z","{""adviceFollowed"":"""",""partnerAdvice"":""Stick to the same answer every time"",""feedback"":""""}","2026-01-27T19:33:16.772075802Z","01KG0EFGQ6JR9TEDW0C4YZR0DF","2026-01-27T19:30:51.564346865Z",3,"2026-01-27T19:30:32.70511627Z","true","2026-01-27T19:30:59.252268931Z","01KG0ERV57PJXSHA6TCB5F965C","2026-01-27T19:27:00.726970298Z","6942b061070a2e870db24393","2026-01-27T19:27:00.726970298Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:27:00.731621244Z","noCG_selfish","2026-01-27T19:27:00.731621244Z","{""PROLIFIC_PID"":""6942b061070a2e870db24393"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69791158a0697adf6dd9bbfc""}","2026-01-27T19:27:00.852007622Z","{""plan"":""My game plan is to follow the advice explicitly until it does not work and try to assess from there""}","2026-01-27T19:30:59.252952889Z",NA,NA
"01KG0F51S0ATPHKSD7PNT8QFRN","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T19:37:46.135473048Z",200,"2026-01-27T19:44:04.715755352Z","","","game ended","2026-01-27T19:44:15.027486983Z",1,"2026-01-27T19:46:00.178638718Z","{""adviceFollowed"":"""",""partnerAdvice"":""I think they were told to choose the best outcome for themselves (which I also received). But I chose not to follow it because I knew there would be problems between me and them if I did."",""feedback"":""I really enjoyed this study :)""}","2026-01-27T19:46:00.148306013Z","01KG0EGGPZEK1Q55WGS3P0EKSY","2026-01-27T19:39:29.331895855Z",3,"2026-01-27T19:37:46.168586993Z","true","2026-01-27T19:40:01.730108266Z","01KG0F51N3E8QMEQQ53GMKCHR3","2026-01-27T19:33:40.256235233Z","666a11d046107a56965a98f5","2026-01-27T19:33:40.256235233Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T19:33:40.261520731Z","noCG_selfish","2026-01-27T19:33:40.261520731Z","{""PROLIFIC_PID"":""666a11d046107a56965a98f5"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697912b2d955dec6e756bd77""}","2026-01-27T19:33:40.337635027Z","{""plan"":""My gameplan is to avoid a collision and thus try to not be selfish, otherwise I can guarantee we will both go for the same parking spot""}","2026-01-27T19:40:01.733580859Z",NA,NA
"01KG0H3EF15XN6RKW12BJ8SQEZ","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T20:09:26.172772031Z",149,"2026-01-27T20:12:01.868361859Z","","","game ended","2026-01-27T20:12:09.269500345Z",1,"2026-01-27T20:12:41.106120546Z","{""adviceFollowed"":"""",""partnerAdvice"":""Probably the same as me, to maximize my own gains"",""feedback"":""No""}","2026-01-27T20:12:41.096133799Z","01KG0H3X9S8ZR8HTJY0HSJCWW9","2026-01-27T20:09:12.114039991Z",3,"2026-01-27T20:09:26.165670505Z","true","2026-01-27T20:10:01.479425173Z","01KG0H3DYDGSTMVYG5V5RATV5R","2026-01-27T20:07:44.865646605Z","692b20ea5e62a2f0eac85d3a","2026-01-27T20:07:44.865646605Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T20:07:44.880421333Z","noCG_selfish","2026-01-27T20:07:44.880421333Z","{""PROLIFIC_PID"":""692b20ea5e62a2f0eac85d3a"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69791abae68a123513eac190""}","2026-01-27T20:07:45.155895017Z","{""plan"":""i will probably try to park either on a or b""}","2026-01-27T20:10:01.486908727Z",NA,NA
